匠	✍6	中学	ARTISAN	workman, carpenter	ショウ	たくみ	師匠 (ししょう) - master<br>巨匠 (きょしょう) - master<br>鷹匠 (たかじょう) - falconer
企	✍6	中学	UNDERTAKE	scheme, design, attempt, plan	キ	くわだ.てる　たくら.む	企業 (きぎょう) - enterprise<br>企画 (きかく) - planning<br>大企業 (だいきぎょう) - large company
吉	✍6	中学	GOOD LUCK	joy, congratulations	キチ　キツ	よし	吉兆 (きっちょう) - lucky omen<br>吉祥 (きちじょう) - lucky omen<br>吉報 (きっぽう) - good news
叫	✍6	中学	SHOUT	exclaim, yell	キョウ	さけ.ぶ	叫び (さけび) - shout<br>叫ぶ (さけぶ) - to shout<br>絶叫 (ぜっきょう) - scream
吐	✍6	中学	SPIT	vomit, belch, confess, tell (lies)	ト	は.く　つ.く	嘔吐 (おうと) - vomiting<br>吐き気 (はきけ) - nausea<br>吐く (つく) - to breathe out
吏	✍6	中学	OFFICER	an official	リ		官吏 (かんり) - government official<br>幕吏 (ばくり) - shogunate official<br>廷吏 (ていり) - court attendant
壮	✍6	中学	ROBUST	manhood, prosperity	ソウ	さかん	壮行会 (そうこうかい) - farewell party<br>壮大 (そうだい) - magnificent<br>勇壮 (ゆうそう) - heroic
如	✍6	中学	LIKENESS	like, such as, as if, better, best, equal	ジョ　ニョ	ごと.し	如く (ごとく) - like<br>如何 (いか) - how<br>欠如 (けつじょ) - lack
妃	✍6	中学	QUEEN	princess	ヒ	きさき	妃殿下 (ひでんか) - princess<br>王妃 (おうひ) - queen<br>皇妃 (こうひ) - empress
妄	✍6	中学	DELUSION	unnecessarily, without authority, reckless	モウ　ボウ	みだ.りに	妄想 (ぼうそう) - wild idea<br>妄信 (ぼうしん) - blind acceptance<br>妄言 (ぼうげん) - reckless remark
尽	✍6	中学	EXHAUST	use up, run out of, deplete, befriend, serve	ジン　サン	つ.くす　-つ.くす　-づ.くし　-つ.く　-づ.く　-ず.く　つ.きる　つ.かす　さかづき　ことごと.く　つか　つき	尽くし (ずくし) - all sorts of<br>理不尽 (りふじん) - unreasonable<br>尽力 (じんりょく) - efforts
巡	✍6	中学	PATROL	go around, circumference	ジュン	めぐ.る　めぐ.り	巡る (めぐる) - to go around<br>巡り (めぐり) - circumference<br>巡回 (じゅんかい) - going around
帆	✍6	中学	SAIL		ハン	ほ	帆船 (はんせん) - sailing ship<br>真帆 (まほ) - spread-out sail<br>帆布 (はんぷ) - sailcloth
弐	✍6	中学	II	two, second	ニ　ジ	ふた.つ　そえ	弐拾 (にじゅう) - twenty<br>弐心 (にしん) - duplicity<br>弐つ (ふたつ) - two (used in old or legal documents)
忙	✍6	中学	BUSY	occupied, restless	ボウ　モウ	いそが.しい　せわ.しい　おそ.れる　うれえるさま	忙しい (いそがしい) - busy<br>多忙 (たぼう) - busy<br>繁忙 (はんぼう) - pressure of business
扱	✍6	中学	HANDLE	entertain, thresh, strip	ソウ　キュウ	あつか.い　あつか.う　あつか.る　こ.く	扱い (あつかい) - treatment<br>扱う (あつかう) - to deal with (a person)<br>取り扱 (とりあつかい) - treatment
汎	✍6	中学	PAN-		ハン　ブ　フウ　ホウ　ホン	ただよ.う　ひろ.い	汎用 (はんよう) - generic<br>広汎 (こうはん) - wide<br>汎愛 (はんあい) - philanthropy
汚	✍6	中学	DIRTY	pollute, disgrace, rape, defile	オ	けが.す　けが.れる　けが.らわしい　よご.す　よご.れる　きたな.い	汚れ (けがれ) - disgrace<br>汚染 (おせん) - pollution<br>汚い (きたない) - dirty
汗	✍6	中学	SWEAT	perspire	カン	あせ	汗だく (あせだく) - dripping with sweat<br>冷や汗 (ひやあせ) - cold sweat<br>発汗 (はっかん) - sweating
江	✍6	中学	CREEK	inlet, bay	コウ	え	江戸 (えど) - old name of Tokyo<br>堀江 (ほりえ) - canal<br>江戸川 (えどがわ) - Edo River
芋	✍6	中学	POTATO		ウ	いも	里芋 (さといも) - taro (Colocasia esculenta)<br>焼き芋 (やきいも) - roasted sweet potato<br>芋焼酎 (いもじょうちゅう) - sweet potato shochu (distilled liquor)
芝	✍6	中学	TURF	lawn	シ	しば	東芝 (とうしば) - Toshiba (company)<br>芝居 (しばい) - play<br>紙芝居 (かみしばい) - picture story show
迅	✍6	中学	SWIFT	fast	ジン		迅速 (じんそく) - quick<br>迅雷 (じんらい) - thunderclap<br>奮迅 (ふんじん) - impetuous dash forward
旨	✍6	中学	DELICIOUS	relish, show a liking for, purport, will, clever, expert	シ	むね　うま.い	趣旨 (しゅし) - meaning<br>要旨 (ようし) - point<br>主旨 (しゅし) - meaning
旬	✍6	中学	DECAMERON	ten-day period, season (for specific products)	ジュン　シュン		下旬 (げじゅん) - last third of a month<br>月中旬 (げつちゅうじゅん) - middle of the month<br>上旬 (じょうじゅん) - first 10 days of month
肌	✍6	中学	TEXTURE	skin, body, grain	キ	はだ	肌荒れ (はだあれ) - dry skin<br>美肌 (びはだ) - beautiful skin<br>敏感肌 (びんかんはだ) - sensitive skin
朽	✍6	中学	DECAY	rot, remain in seclusion	キュウ	く.ちる	老朽化 (ろうきゅうか) - aging<br>朽木 (くちき) - decayed tree<br>老朽 (ろうきゅう) - superannuated
朱	✍6	中学	VERMILION	cinnabar, scarlet, red, bloody	シュ	あけ	朱色 (しゅいろ) - vermilion<br>朱鷺 (しゅろ) - Japanese crested ibis (Nipponia nippon)<br>朱塗り (しゅぬり) - painting something vermillion
朴	✍6	中学	CRUDE	simple, plain, docile	ボク	ほう　ほお　えのき	素朴 (そぼく) - simplicity<br>純朴 (じゅんぼく) - rustic simplicity<br>朴訥 (ぼくとつ) - unsophisticated
缶	✍6	中学	TIN CAN	container, jar radical (no. 121)	カン	かま	缶詰 (かんづめ) - packing (in cans)<br>空き缶 (あきかん) - empty can<br>缶詰め (かんづめ) - packing (in cans)
臼	✍6	中学	MORTAR		キュウ　グ	うす　うすづ.く	茶臼 (ちゃうす) - tea grinding mortar (hand mill)<br>脱臼 (だっきゅう) - dislocation<br>石臼 (いしうす) - stone mortar
舟	✍6	中学	BOAT	ship	シュウ	ふね　ふな-　-ぶね	舟橋 (ふなはし) - pontoon<br>舟運 (しゅううん) - transportation by water (i.e., by ship)<br>舟券 (しゅうけん) - boat race betting ticket
串	✍7	中学	SHISH KEBAB	spit, skewer	カン　ケン　セン	くし　つらぬ.く	竹串 (たけぐし) - bamboo skewer<br>串カツ (くしカツ) - fried pork and negi on skewers<br>串焼き (くしやき) - grilling on a skewer
亜	✍7	中学	ASIA	rank next, come after, -ous	ア	つ.ぐ	東亜 (とうあ) - East Asia<br>亜種 (あしゅ) - subspecies<br>亜細亜 (あじあ) - Asia (esp. "the Far East")
佐	✍7	中学	ASSISTANT	help	サ		補佐 (ほさ) - aid<br>佐賀県 (さがけん) - Saga prefecture (Kyushu)<br>補佐官 (ほさかん) - aide
伺	✍7	中学	PAY RESPECTS	visit, ask, inquire, question, implore	シ	うかが.う	伺い (うかがい) - call<br>伺う (うかがう) - to ask<br>経伺 (けいし) - asking for instructions
伸	✍7	中学	EXPAND	stretch, extend, lengthen, increase	シン	の.びる　の.ばす　の.べる　の.す	伸び (のび) - growth<br>伸びる (のびる) - to stretch<br>伸ばす (のばす) - to grow long (e.g., hair, nails)
但	✍7	中学	HOWEVER	but	タン	ただ.し	但し (ただし) - but<br>播但線 (ばんたんせん) - Bantan Line (railway in Hyogo Prefecture)<br>但書き (ただしがき) - proviso
伯	✍7	中学	CHIEF	count, earl, uncle, Brazil	ハク		伯母 (おば) - aunt<br>伯父 (えおじ) - uncle (one's father's older brother)<br>伯爵 (はくしゃく) - count
伴	✍7	中学	CONSORT	accompany, bring with, companion	ハン　バン	ともな.う	伴う (ともなう) - to accompany<br>に伴い (にともない) - as<br>同伴 (どうはん) - to accompany
克	✍7	中学	OVERCOME	kindly, skillfully	コク	か.つ	克明 (こくめい) - detailed<br>克己 (こっき) - self denial<br>超克 (ちょうこく) - overcoming
冶	✍7	中学	MELTING	smelting	ヤ	い.る	鍛冶屋 (かじや) - smith<br>刀鍛冶 (かたなかじ) - swordsmith<br>鍛冶 (かじ) - smithing
励	✍7	中学	ENCOURAGE	be diligent, inspire	レイ	はげ.む　はげ.ます	激励 (げきれい) - encouragement<br>励まし (はげまし) - encouragement (as an abstract concept)<br>励み (はげみ) - encouragement
却	✍7	中学	INSTEAD	on the contrary, rather, step back, withdraw, retreat	キャク	かえ.って　しりぞ.く　しりぞ.ける	売却 (ばいきゃく) - selling off<br>棄却 (ききゃく) - rejection<br>脱却 (だっきゃく) - ridding oneself
即	✍7	中学	INSTANT	namely, as is, conform, agree, adapt	ソク	つ.く　つ.ける　すなわ.ち	即日 (そくじつ) - same day<br>即座に (そくざに) - immediately<br>即時 (そくじ) - prompt
呂	✍7	中学	SPINE	backbone	ロ　リョ	せぼね	お風呂 (おふろ) - bath<br>風呂 (ふろ) - bath<br>風呂敷 (ふろしき) - wrapping cloth
含	✍7	中学	CONTAIN	include, hold in the mouth, bear in mind, understand, cherish	ガン	ふく.む　ふく.める	含む (くくむ) - to contain<br>含み (ふくみ) - implication<br>含める (ふくめる) - to include (in a group or scope)
吟	✍7	中学	VERSIFY	singing, recital	ギン		吟味 (ぎんみ) - testing<br>詩吟 (しぎん) - reciting Chinese poems<br>吟じる (ぎんじる) - to chant
呉	✍7	中学	GIVE	do something for, kingdom of Wu	ゴ	く.れる　くれ	呉服店 (ごふくてん) - dry-goods store<br>呉服 (ごふく) - cloth (for Japanese clothes)<br>呉服屋 (ごふくや) - draper
吹	✍7	中学	BLOW	breathe, puff, emit, smoke	スイ	ふ.く	吹奏楽 (すいそうがく) - wind (instrument) music<br>吹く (ふく) - to blow (e.g., wind)<br>伊吹 (いぶき) - Chinese juniper (Juniperus chinensis)
呈	✍7	中学	DISPLAY	offer, present, send, exhibit	テイ		贈呈 (ぞうてい) - presentation (e.g., of a gift, etc.)<br>露呈 (ろてい) - exposure<br>進呈 (しんてい) - presentation (e.g., of a gift)
坑	✍7	中学	PIT	hole	コウ		炭坑 (たんこう) - coal mine<br>坑道 (こうどう) - tunnel<br>坑内 (こうない) - within a pit or (mine) shaft
坊	✍7	中学	BOY	priest's residence, priest	ボウ　ボッ		本因坊 (ほんいんぼう) - Honinbo<br>赤ん坊 (あかんぼ) - baby<br>御坊 (おんぼう) - cemetery guard
壱	✍7	中学	ONE (IN DOCUMENTS)		イチ　イツ	ひとつ	壱万円 (いちまんえん) - 10,000 yen<br>壱越調 (いちこちちょう) - scale similar to Mixolydian mode on D
妖	✍7	中学	ATTRACTIVE	bewitching, calamity	ヨウ	あや.しい　なま.めく　わざわ.い	妖怪 (ようかい) - ghost<br>妖精 (ようせい) - fairy<br>妖魔 (ようま) - ghost
妥	✍7	中学	GENTLE	peace, depravity	ダ		妥協 (だきょう) - compromise<br>妥当 (だとう) - valid<br>妥結 (だけつ) - settlement
妊	✍7	中学	PREGNANCY		ニン　ジン	はら.む　みごも.る	妊娠 (にんしん) - conception<br>妊婦 (にんぷ) - pregnant woman<br>不妊 (ふにん) - infertility
妨	✍7	中学	DISTURB	prevent, hamper, obstruct	ボウ	さまた.げる	妨害 (ぼうがい) - disturbance<br>妨げ (さまたげ) - obstruction<br>妨げる (さまたげる) - to disturb
妙	✍7	中学	EXQUISITE	strange, queer, mystery, miracle, excellent, delicate, charming	ミョウ　ビョウ	たえ	微妙 (びみょう) - delicate<br>絶妙 (ぜつみょう) - exquisite<br>奇妙 (きみょう) - strange
寿	✍7	中学	LONGEVITY	congratulations, one's natural life	ジュ　ス　シュウ	ことぶき　ことぶ.く　ことほ.ぐ	寿命 (じゅみょう) - life span<br>寿司 (すし) - sushi<br>長寿 (ちょうじゅ) - longevity
尿	✍7	中学	URINE		ニョウ		糖尿病 (とうにょうびょう) - diabetes mellitus<br>排尿 (はいにょう) - urination<br>尿検査 (にょうけんさ) - urine analysis
尾	✍7	中学	TAIL	end, counter for fish, lower slope of mountain	ビ	お	尾籠 (おこ) - foolish thing<br>追尾 (ついび) - following<br>尻尾 (しっぽ) - tail (animal)
岐	✍7	中学	BRANCH OFF	fork in road, scene, arena, theater	キ　ギ		岐阜 (ぎふ) - Gifu (city)<br>岐阜県 (ぎふけん) - Gifu prefecture (Chuubu area)<br>分岐 (ぶんき) - divergence (e.g., in a road)
床	✍7	中学	BED	counter for beds, floor, padding, tatami	ショウ	とこ　ゆか	臨床 (りんしょう) - clinical (e.g., pathology, physiology)<br>起床 (きしょう) - rising<br>病床 (びょうしょう) - sickbed
廷	✍7	中学	COURTS	imperial court, government office	テイ		法廷 (ほうてい) - courtroom<br>出廷 (しゅってい) - appearance in court<br>大法廷 (だいほうてい) - full court
弄	✍7	中学	PLAY WITH	tamper, trifle with	ロウ　ル	いじく.る　ろう.する　いじ.る　ひねく.る　たわむ.れる　もてあそ.ぶ	翻弄 (ほんろう) - trifling with<br>弄する (ろうする) - to play with<br>愚弄 (ぐろう) - mockery
抗	✍7	中学	CONFRONT	resist, defy, oppose	コウ	あらが.う	対抗 (たいこう) - opposition<br>抵抗 (ていこう) - resistance<br>抗議 (こうぎ) - protest
抄	✍7	中学	EXTRACT	selection, summary, copy, spread thin	ショウ		抄本 (しょうほん) - excerpt<br>抄録 (しょうろく) - quotation<br>抄訳 (しょうやく) - abridged translation
択	✍7	中学	CHOOSE	select, elect, prefer	タク	えら.ぶ	選択 (せんたく) - selection<br>選択肢 (せんたくし) - choices<br>採択 (さいたく) - adoption
把	✍7	中学	GRASP	faggot, bunch, counter for bundles	ハ　ワ		把握 (はあく) - grasp<br>大雑把 (おおざっぱ) - rough (as in not precise)<br>一把 (いちわ) - bundle
抜	✍7	中学	SLIP OUT	extract, pull out, pilfer, quote, remove, omit	バツ　ハツ　ハイ	ぬ.く　-ぬ.く　ぬ.き　ぬ.ける　ぬ.かす　ぬ.かる	選抜 (せんばつ) - selection<br>抜き (ぬき) - without<br>抜群 (ばつぐん) - preeminence
扶	✍7	中学	AID	help, assist	フ	たす.ける	扶養者 (ふようしゃ) - supporter<br>扶桑 (ふそう) - land east of China<br>扶助 (ふじょ) - aid
抑	✍7	中学	REPRESS	well, now, in the first place, push, shove, press, seal, do in spite of	ヨク	おさ.える	抑え (おさえ) - weight (e.g., paperweight)<br>抑える (おさえる) - to pin something down<br>抑制 (よくせい) - control
沙	✍7	中学	SAND		サ　シャ	すな　よなげる	沙羅 (さら) - sal (tree) (Shorea robusta)<br>音沙汰 (おとさた) - news<br>沙汰 (さた) - affair
汰	✍7	中学	LUXURY	select	タ　タイ	おご.る　にご.る　よな.げる	淘汰 (とうた) - weeding out<br>音沙汰 (おとさた) - news<br>沙汰 (さた) - affair
沃	✍7	中学	FERTILITY		ヨウ　ヨク　オク	そそ.ぐ	肥沃 (ひよく) - fertility<br>沃野 (よくや) - fertile fields or plain<br>豊沃 (ほうよく) - fertility
